REGIONAL;INSTITUICAO_PARCEIRA;INEP;ANO_ENSINO;TURNO;TURMA;CODIGO;RACA;SEXO;NEE;ANO_NASC
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  C; 151259928616;BRANCA;FEMININO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  B; 076357877375;BRANCA;FEMININO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-5 a 6 anos;INTEGRAL;5 ANOS  B; 098193788494;NÃO DECLARADA;FEMININO;N;2019
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  C; 166227423464;PRETA;MASCULINO;N;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-5 a 6 anos;INTEGRAL;5 ANOS  C; 072728108490;NÃO DECLARADA;FEMININO;N;2019
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  C; 145914951775;PARDA;FEMININO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 096116444084;PARDA;FEMININO;N;2019
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 026249447950;PARDA;FEMININO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-5 a 6 anos;INTEGRAL;5 ANOS  B; 070270834640;NÃO DECLARADA;FEMININO;N;2019
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  B; 073627024963;NÃO DECLARADA;FEMININO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-5 a 6 anos;INTEGRAL;5 ANOS  B; 074008970614;NÃO DECLARADA;FEMININO;N;2019
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  C; 131266532681;PARDA;FEMININO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-1 a 2 anos;INTEGRAL;1 ANO  A; 138263024034;BRANCA;FEMININO;N;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  B; 152119965242;PARDA;FEMININO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  C; 072134543130;PARDA;FEMININO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-0 a 1 ano;INTEGRAL;BERCARIO  B; 091201577679;BRANCA;FEMININO;N;2024
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  D; 041503145918;PARDA;FEMININO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  C; 141685099188;PARDA;FEMININO;N;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-5 a 6 anos;INTEGRAL;5 ANOS  C; 004127651628;PARDA;FEMININO;N;2019
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-1 a 2 anos;INTEGRAL;1 ANO  D; 158776679513;BRANCA;FEMININO;N;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  C; 055181431158;PARDA;FEMININO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-1 a 2 anos;INTEGRAL;1 ANO  E; 128537131786;PARDA;FEMININO;N;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-0 a 1 ano;INTEGRAL;BERCARIO  B; 118669637377;PARDA;FEMININO;N;2024
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-0 a 1 ano;INTEGRAL;BERCARIO  B; 120189558077;BRANCA;FEMININO;N;2024
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  C; 057554210398;PARDA;FEMININO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  D; 057282072243;PARDA;FEMININO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  A; 110107628307;AMARELA;FEMININO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-5 a 6 anos;INTEGRAL;5 ANOS  B; 096844332067;NÃO DECLARADA;FEMININO;N;2019
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  D; 183820282017;PARDA;FEMININO;N;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 171633522303;PRETA;FEMININO;N;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 171845791315;NÃO DECLARADA;FEMININO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  C; 151809623454;NÃO DECLARADA;FEMININO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-1 a 2 anos;INTEGRAL;1 ANO  D; 052840600910;BRANCA;FEMININO;N;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-5 a 6 anos;INTEGRAL;5 ANOS  C; 008077490083;PARDA;FEMININO;N;2019
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  E; 160933531694;PARDA;FEMININO;N;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  D; 080214678585;PARDA;MASCULINO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  A; 037778583551;PARDA;MASCULINO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 005995056532;PARDA;MASCULINO;N;2019
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 157042674989;PARDA;MASCULINO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  E; 028050022017;PARDA;FEMININO;N;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  D; 064032462025;PARDA;FEMININO;N;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-1 a 2 anos;INTEGRAL;1 ANO  A; 025098351906;PARDA;FEMININO;N;2024
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  B; 097165278007;PRETA;FEMININO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  B; 030557571950;BRANCA;FEMININO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  B; 074001760205;PARDA;FEMININO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  A; 032665637143;PARDA;FEMININO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 040487685840;PRETA;MASCULINO;N;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  D; 042191506508;BRANCA;MASCULINO;N;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-5 a 6 anos;INTEGRAL;5 ANOS  C; 094379638543;PARDA;MASCULINO;N;2019
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 129267132053;PARDA;MASCULINO;N;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  D; 089914792709;BRANCA;MASCULINO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  C; 185705281420;PARDA;MASCULINO;S;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-1 a 2 anos;INTEGRAL;1 ANO  C; 082116878290;BRANCA;MASCULINO;N;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 134628572126;PARDA;MASCULINO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-0 a 1 ano;INTEGRAL;BERCARIO  B; 191852913223;PARDA;MASCULINO;N;2024
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-1 a 2 anos;INTEGRAL;1 ANO  B; 111419979931;PARDA;MASCULINO;N;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  E; 111517159998;PARDA;FEMININO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 205451987782;PARDA;FEMININO;N;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-1 a 2 anos;INTEGRAL;1 ANO  A; 068344957643;PARDA;MASCULINO;N;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  D; 062497708834;PRETA;MASCULINO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-1 a 2 anos;INTEGRAL;1 ANO  E; 182560128801;PARDA;MASCULINO;N;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 039907307825;NÃO DECLARADA;MASCULINO;N;2019
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  D; 020070911570;BRANCA;MASCULINO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  D; 070649710469;PARDA;MASCULINO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  D; 001847745741;PARDA;MASCULINO;S;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-0 a 1 ano;INTEGRAL;BERCARIO  B; 055719724498;PARDA;MASCULINO;N;2024
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  A; 037561982073;BRANCA;MASCULINO;N;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-0 a 1 ano;INTEGRAL;BERCARIO  B; 127795083227;PARDA;MASCULINO;N;2025
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  C; 207955563831;PARDA;MASCULINO;N;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  B; 172197444896;BRANCA;MASCULINO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-1 a 2 anos;INTEGRAL;1 ANO  C; 017502816265;PRETA;FEMININO;N;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-0 a 1 ano;INTEGRAL;BERCARIO  B; 014174169466;PARDA;MASCULINO;N;2024
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  B; 223347513789;BRANCA;MASCULINO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  C; 163172715273;PRETA;MASCULINO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-1 a 2 anos;INTEGRAL;1 ANO  D; 064205242106;PARDA;MASCULINO;N;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  C; 203876113081;PRETA;FEMININO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-5 a 6 anos;INTEGRAL;5 ANOS  C; 000485644085;NÃO DECLARADA;FEMININO;N;2019
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  C; 100710497820;PRETA;MASCULINO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  C; 036484759592;PARDA;MASCULINO;N;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  D; 106229978256;PRETA;MASCULINO;N;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-5 a 6 anos;INTEGRAL;5 ANOS  B; 101779066882;PARDA;MASCULINO;N;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  D; 046061659679;BRANCA;MASCULINO;N;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  C; 100195828888;BRANCA;MASCULINO;S;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-1 a 2 anos;INTEGRAL;1 ANO  D; 194517851523;PARDA;MASCULINO;N;2024
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  C; 052746437302;BRANCA;MASCULINO;N;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  D; 108540005106;PARDA;MASCULINO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-1 a 2 anos;INTEGRAL;1 ANO  E; 198990403910;PARDA;MASCULINO;N;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 036014874153;PARDA;MASCULINO;S;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-5 a 6 anos;INTEGRAL;5 ANOS  A; 112366247918;NÃO DECLARADA;MASCULINO;N;2019
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  E; 121950758449;PRETA;MASCULINO;N;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-5 a 6 anos;INTEGRAL;5 ANOS  C; 155955899576;BRANCA;FEMININO;N;2019
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  D; 012829121595;PARDA;MASCULINO;S;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  C; 118692046301;PARDA;MASCULINO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-0 a 1 ano;INTEGRAL;BERCARIO  B; 109594220872;PARDA;MASCULINO;N;2025
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  C; 043352597741;BRANCA;MASCULINO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-1 a 2 anos;INTEGRAL;1 ANO  E; 038455412432;BRANCA;MASCULINO;N;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  B; 020156014890;BRANCA;MASCULINO;N;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 165591727627;PARDA;MASCULINO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  D; 132046032683;BRANCA;FEMININO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  D; 121014398653;BRANCA;MASCULINO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 117057913216;PARDA;FEMININO;N;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-5 a 6 anos;INTEGRAL;5 ANOS  C; 006403135763;PARDA;FEMININO;N;2019
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-5 a 6 anos;INTEGRAL;5 ANOS  C; 022415948811;PRETA;MASCULINO;N;2019
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  D; 029881019833;BRANCA;FEMININO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  D; 137372984843;PARDA;FEMININO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  C; 036021434794;PARDA;MASCULINO;N;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  B; 019010631069;PARDA;MASCULINO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  D; 129770193232;PARDA;MASCULINO;S;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  B; 105368295154;BRANCA;MASCULINO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  D; 079549357439;BRANCA;MASCULINO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  C; 078105443093;NÃO DECLARADA;MASCULINO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 180200768420;PARDA;MASCULINO;N;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  D; 058634601151;PARDA;MASCULINO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  C; 078582231771;PARDA;MASCULINO;N;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-2 a 3 anos;INTEGRAL;2 ANOS  B; 215785219979;PARDA;MASCULINO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  C; 065771987336;PARDA;MASCULINO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  D; 051408028510;PARDA;MASCULINO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-4 a 5 anos;INTEGRAL;4 ANOS  B; 061275264465;PRETA;MASCULINO;N;2020
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-5 a 6 anos;INTEGRAL;5 ANOS  C; 011493000230;NÃO DECLARADA;MASCULINO;N;2019
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 070007300624;NÃO DECLARADA;MASCULINO;N;2021
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-1 a 2 anos;INTEGRAL;1 ANO  E; 160011474391;PARDA;FEMININO;N;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-0 a 1 ano;INTEGRAL;BERCARIO  A; 057370241808;BRANCA;MASCULINO;N;2024
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-1 a 2 anos;INTEGRAL;1 ANO  E; 011932195747;PRETA;MASCULINO;N;2023
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-3 a 4 anos;INTEGRAL;3 ANOS  C; 168981482447;PARDA;MASCULINO;N;2022
NOROESTE;ASKE - ASSISTENCIA SOCIAL KENNEDY;31308561;EI-5 a 6 anos;INTEGRAL;5 ANOS  B; 177296638326;NÃO DECLARADA;FEMININO;N;2019
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-0 a 1 ano;INTEGRAL;BERCARIO  A; 030873942469;PARDA;MASCULINO;N;2024
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX C; 218043410136;PARDA;MASCULINO;N;2022
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX C; 145931821041;BRANCA;MASCULINO;N;2023
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-3 a 4 anos;INTEGRAL;3 ANOS  B; 025556209199;PRETA;MASCULINO;N;2022
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX C; 134068909927;PARDA;MASCULINO;N;2022
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX C; 140489775755;PARDA;FEMININO;N;2022
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-2 a 3 anos;INTEGRAL;2 ANOS  A; 141306686016;PARDA;MASCULINO;N;2022
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-1 a 2 anos;INTEGRAL;1 ANO  A; 027102138248;PARDA;FEMININO;N;2023
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX C; 152743379312;PARDA;FEMININO;N;2023
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-0 a 1 ano;INTEGRAL;BERCARIO  A; 049773418462;BRANCA;FEMININO;N;2024
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 016995148489;PARDA;MASCULINO;N;2021
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 183585861161;PRETA;MASCULINO;N;2021
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-2 a 3 anos;INTEGRAL;2 ANOS  A; 030265785315;PARDA;MASCULINO;N;2022
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 091848613020;PARDA;FEMININO;N;2021
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 152463740901;PARDA;MASCULINO;N;2022
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 058565275456;PRETA;MASCULINO;N;2021
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 204909254696;PRETA;MASCULINO;N;2021
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-2 a 3 anos;INTEGRAL;2 ANOS  A; 167763637556;PARDA;MASCULINO;N;2022
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX C; 045093465662;PARDA;MASCULINO;N;2022
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-3 a 4 anos;INTEGRAL;3 ANOS  B; 149234113458;PRETA;MASCULINO;N;2021
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX C; 097203922007;PARDA;MASCULINO;N;2022
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-2 a 3 anos;INTEGRAL;2 ANOS FLEX C; 205964153688;PARDA;MASCULINO;N;2023
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-1 a 2 anos;INTEGRAL;1 ANO  B; 012996608454;BRANCA;MASCULINO;N;2024
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-3 a 4 anos;INTEGRAL;3 ANOS  B; 126453148078;PARDA;MASCULINO;N;2021
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-3 a 4 anos;INTEGRAL;3 ANOS  B; 101013876939;PARDA;MASCULINO;N;2021
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-3 a 4 anos;INTEGRAL;3 ANOS  A; 029810608146;BRANCA;FEMININO;N;2021
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-2 a 3 anos;INTEGRAL;2 ANOS  A; 069159161379;PARDA;FEMININO;N;2022
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-1 a 2 anos;INTEGRAL;1 ANO  B; 070526318898;BRANCA;FEMININO;N;2024
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-2 a 3 anos;INTEGRAL;2 ANOS  B; 194798170780;PARDA;MASCULINO;N;2023
NOROESTE;CASA DA CRIANCA SANTO ANTONIO;31365297;EI-0 a 1 ano;INTEGRAL;BERCARIO  A; 156847121244;BRANCA;MASCULINO;N;2024
